"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","38945170000","59668510000","54379650000","41525790000","54036060000","49939570000","59400110000","119299960000","154351160000","137643940000","140353550000","107935970000","144822600000","135153200000","204462770000","218865190000","245218330000","312477330000","295765570000","328928480000","427835360000","372794350000","375130790000","380087000000","585529690000","776402760000","804014820000","1095857960000","1298315040000","683871560000","1261909340000","1454490570000","1198187410000","1386873960000","1365958130000","1288708340000","1187083450000","1268493506774.29","1508462800000","1262800270000","1487598500000","",
"Austria","AUT","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","1300010000","1500040000","1489940000","17449440000","2080280000","1956010000","1583630000","1509680000","1528150000","1485690000","4601560000","6656370000","7938680000","10030320000","24262550000","26319750000","24231900000","19749700000","26238140000","28819770000","30617340000","31914600000","36820060000","2600180000","33022950000","29935220000","25204350000","33578130000","56522450000","87776270000","126251470000","192770310000","236448390000","76288700000","114076070000","126031960000","85269520000","106036780000","117671410000","96790330000","96079380000","120976729936.549","150645990000","116802000000","133098220000","",
"Azerbaijan","AZE","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3040000","3220000","","","","","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","9000100000","9400050000","10291330000","12507160000","13734380000","10033090000","8369180000","8565170000","10779010000","12342040000","20871330000","37336820000","41648090000","58786050000","74876060000","65449090000","71113600000","64104900000","77975730000","84124970000","101422290000","118801970000","136934280000","244037800000","184135510000","182480520000","165843000000","127556560000","173552620000","273247420000","288481060000","396167930000","385552940000","167218340000","259768580000","268726290000","229320850000","299517140000","374325590000","378525790000","414556380000","378144283250.56","437793522325.457","321093542983.702","","",
"Benin","BEN","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464100000","1019900000","1926220000","7381510000","2770310000","2029540000","1561590000","2192180000","978300000","14892060000","","","3299610000","3850310000","8732760000","11721070000","20928930000","41616870000","47699530000","","","","","70419424536.4465","86178750000","77390500000","","",
"Bulgaria","BGR","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12000000","48300000","58140000","5600000","","144320000","102490000","129090000","82200000","721640000","1755120000","2803950000","5085620000","10324970000","21667660000","8880420000","8653170000","7376360000","8253250000","","","","","","","","","",
"Bahrain","BHR","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4711490000","7833200000","6769230000","7158840000","6624350000","6599500000","7484060265.18165","9626790000","13540850000","17364820000","21122390000","27088350000","19947350000","16262630000","20059730000","16589950000","","","22067530000","19251070000","19394198865.4608","21706180000","21862700000","26882280000","",
"Bahamas, The","BHS","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","",
"Belize","BLZ","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2146000000","2558000000","2153000000","2900700000","1849440000","2124780000","2703530000","2731110000","1912330000","1360190000","1534950000","1232340000","1486900000","1467000000","1601480000","1850000000","2521628651.46058","2874800000","2393200000","2965300000","",
"Bolivia","BOL","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226152310000","186237610000","126761530000","234560040000","330346580000","474646880000","710247450000","1369711270000","591965550000","1337247680000","1545565660000","1228936230000","1227447020000","1020455330000","843894200000","490534110000","758558918034.702","954715100000","916824390000","1187361690000","",
"Barbados","BRB","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326900000","515100000","491620000","765740000","1135000000","1753490000","2036020000","1706530000","1837300000","","","","","","","","","2186550000","4567520000","","","","","3096500000","3350900000","3541580000","3398000000","",
"Brunei Darussalam","BRN","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228600000","265300000","397580000","328380000","613190000","723960000","1051980000","977610000","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","173941850000","179690430000","238944270000","285706860000","","207092900000","257634200000","246632360000","292880140000","336895680000","405600860000","446806410000","543396610000","458678620000","508633200000","457949900000","595516360000","575716370000","671742800000","879797610000","1010507310000","1081927730000","1448278090000","770841540000","615265930000","888677700000","910230610000","1177517940000","1482184560000","1700708090000","2186550150000","1033651810000","1677431720000","2171194840000","1912871970000","2059973580000","2113821770000","2095420680000","1593399300000","1993522735729.7","2367059920000","1937902710000","","",
"Central Europe and the Baltics","CEB","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15902090000","26818810000","30419990000","37956660000","46398740000","47798880000","42484340000","69450720000","88903730000","162832560000","205709070000","320734310000","485032310000","218530060000","246576030000","279183050000","213609430000","","","","","","","","240997250000","",
"Switzerland","CHE","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","16469560000","20899900000","29858100000","38052230000","43569560000","42730940000","38347160000","38745600000","44081170000","40077370000","84104980000","128648170000","129706030000","140341950000","170935860000","157634580000","189677500000","194138100000","270879230000","284976880000","398102020000","400284680000","575339370000","689199130000","678232020000","792315950000","527355900000","612667140000","727102780000","829098070000","938697660000","1212534300000","1274656700000","880334430000","1064686540000","1229356540000","1089519370000","1233438940000","1540699830000","1495314200000","1519323460000","1403355611192.93","1686497070000","1441160470000","1834453260000","",
"Channel Islands","CHI","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159150000","247360000","255080000","454100000","265840000","227350000","184300000","537340000","1479740000","","","","","","","","","","","","","","",
"Chile","CHL","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28138400000","32256800000","44833400000","68050350000","72927720000","65971300000","72046180000","51866170000","68227520000","60400770000","56309720000","49827000000","86525910000","116924270000","136493350000","174418780000","212910230000","131807960000","230732390000","341798880000","270289080000","313325270000","265150080000","233245470000","190352000000","212479793765.003","294675740000","250739560000","203791650000","",
"China","CHN","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512978770000","447720260000","401852250000","1145454870000","4478866530000","1778784040000","3573152460000","4027840300000","3412108290000","3697376040000","3949143490000","6004947670000","8188019320000","7320738379789.18","8711267220000","6324879760000","8515504380000","",
"Cote d'Ivoire","CIV","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50500810000","56204320000","101955950000","87716200000","140519920000","208501740000","201295530000","262101260000","202693250000","146745680000","85955450000","103818618591.608","121477230000","103848380000","132040280000","",
"Comoros","COM","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357000000","","616860000","782610000","822490000","1308290000","2308350000","","","","520490000","1558300000","1510240000","1879810000","2181820000","1905330000","1468480000","1444920000","1498420000","","","","","2921600000","3010800000","","2217350000","",
"Caribbean small states","CSS","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169940000","166120000","58000000","220160000","189090000","138990000","2752110000","2476990000","1810120000","158000000","165000000","159000000","169000000","238000000","2275900000","2006310000","","","315630000","","","","","",
"Cyprus","CYP","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16158020000","17251300000","7987930000","10268870000","6834300000","2853320000","1995750000","2104730000","4031000000","2692400000","2511333005.64887","2822392823.25541","3313490000","4284870000","",
"Czech Republic","CZE","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740800000","6084100000","9185670000","14248100000","10817110000","10430790000","10582930000","9746160000","8150100000","10256370000","15507730000","26891360000","34886410000","44372130000","68913190000","40912350000","","","","","","","","","","","","",
"Germany","DEU","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","51400310000","53399790000","65101130000","83691660000","79399940000","71715670000","62583380000","68953080000","82869520000","78368170000","178283830000","257677250000","218463480000","250867040000","365175460000","355310780000","370610200000","328692100000","441696230000","499191940000","577373720000","664783310000","825232750000","1094252520000","1432166980000","1270243170000","1071748730000","686013540000","1079026240000","1194516790000","1202136280000","1637609770000","2105197820000","1110579630000","1292355310000","1429719050000","1184500160000","1486314810000","1936106260000","1738539060000","1715800490000","1716041505061.04","2262222570000","1755172790000","2098173930000","",
"Djibouti","DJI","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","4099990000","4800040000","4779990000","5134510000","5189730000","5543090000","6172560000","5545320000","10557000000","7588100000","15096330000","17361760000","20340330000","26883910000","40223970000","39062500000","44792500000","32488700000","39933390000","47003330000","56221940000","71079200000","93772820000","98875480000","97452590000","111818640000","85145500000","76749870000","121640960000","151349870000","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276638442.572457","285296007.050442","189155431.279524","137851621.983006","142674569.772822","139092209.872241","141728184.421074","94296932.7498449","96663319.8613195","91314450.4415403","90058008.356833","105412462.955525","196798215.663923","166815679.075574","176833871.512583","168288844.920419","144019727.027575","414179630.933144","353143988.786481","371418617.768445","","",
"East Asia & Pacific (excluding high income)","EAP","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","873607510000","850412010000","833620000000","1735679500000","5328792690000","2245490210730.54","4391440061455.58","5279851998297.99","4669948310803.69","5247964778754.84","5413019358285.2","7630773058089.58","9570618909971.91","8852210876831.68","10652232746857","8101214069577.48","10437131410000","",
"Early-demographic dividend","EAR","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","691845017786.7","690497818354.4","493407340000","821345971327.873","630708925259.15","497130794797.68","493339963433.365","989583219931.473","1464222962401.47","1936091361170.32","2717175519423.15","4360482992643.66","2066991455620.14","3897824694811.96","4907135592462.96","3888911658215.66","4578645710992.08","4680412453871.51","5025676738844.92","4486984579727.03","4885499209875.05","6217767827834.96","5381000938617.77","7855092290000","",
"East Asia & Pacific","EAS","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","47128750000","369290680000","506141270000","565634210000","510636200000","662053680000","755771680000","1093646030000","2024403970000","3019610570000","4155949380000","4966909250000","3440498330000","3649005600000","2980344200000","4329710290000","4991859060000","5063386620000","4957000510000","3435627290000","3793611530000","6698103430000","4938884020000","4004950820000","3802311980000","6052234480000","7212362390000","8797457700000","11077018220000","16043046990000","8514153250730.54","13334763471455.6","15942385928298","13770453070803.7","15738126128754.8","17368559498285.2","19506278058089.6","21611028569971.9","21172622856058.3","26572649266857","21718844599577.5","23820188890000","",
"Europe & Central Asia (excluding high income)","ECA","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1041410760000","1331449530000","1042374650000","1167867840000","992630350000","628662680000","616991530000","833977684519.38","901692970000","766800590000","","",
"Europe & Central Asia","ECS","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","257873730000","234696200000","285972690000","387494590000","289214770000","283043910000","405495070000","411543030000","498961660000","551278090000","870627800000","1298309970000","1535084260000","1781968940000","2301330680000","2197318220000","2519283610000","2337837370000","2987534640000","3188866550000","3817573300000","4673033240000","5788041970000","7141419250000","9855580730000","9306352040000","7516237510000","6383241950000","8774108580000","10133348190000","10673725730000","14159933430000","16331201230000","8238647190000","8564862050000","9014532180000","7511200830000","8491001590000","10132691900000","8957142610000","","8817431405521.45","11070542108357.2","","","",
"Ecuador","ECU","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2565600000","2010100000","2021300000","1556000000","522000000","747000000","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93496400000","139273790000","85978070000","91207340000","84276830000","48849670000","59181970000","61629650000","70083650000","55191870000","33323010781.2094","46546100000","42005550000","44199850000","",
"Euro area","EMU","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","149300280000","136699640000","128268990000","204655220000","199683600000","185884460000","150862100000","150008520000","183656210000","183609000000","370592770000","605940320000","623061070000","787785000000","1131326140000","1032628680000","1175843260000","1060408300000","1360191880000","1529585810000","1780703780000","2137260520000","2631184320000","3660742830000","5531040140000","5318106220000","4361068010000","3495171790000","4962662560000","5941951410000","6118058930000","8373103130000","10061904610000","4989579790000","6014921700000","5904419880000","4968199830000","5652392870000","7092409110000","6413992020000","6120621140000","6171848817911.31","7944619508357.22","5558284854500.47","","",
"Eritrea","ERI","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","33199890000","24000000000","","17940860000","17389180000","16564790000","16677890000","11168140000","10860470000","13232270000","19509170000","48926060000","71090260000","90903980000","122652050000","111448980000","147818900000","116224100000","118667810000","154984140000","190570530000","241028150000","290382930000","402162640000","430900070000","504219320000","468203190000","461559380000","726243370000","940672880000","959910390000","1322915300000","1799833980000","948352290000","1434540470000","1171624980000","1030987550000","995088450000","1116561030000","992913610000","787192290000","704551326648.43","888837580000","723690970000","797285840000","",
"Estonia","EST","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","155600280000","144099690000","140649920000","220014490000","215549440000","204337260000","174250420000","174150590000","224458180000","216871180000","422984810000","686657170000","713778620000","914344080000","1290788910000","1163705920000","1317691060000","1170976270000","1502388190000","1702495420000","2024176230000","2474331060000","3016852030000","4072646780000","6044855150000","5802526950000","4721207450000","3813985120000","5454655420000","6244047970000","6313411170000","8672824250000","10511166280000","5190929380000","6244264990000","6170007690000","5170052580000","5850561430000","7338233810000","6617437810000","6294492140000","6353274066992.73","8200331058357.22","5768211034500.47","","",
"Fragile and conflict affected situations","FCS","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","2759400000","4133730000","","5854860000","11691930000","19985100000","30549200000","30789380000","22721300000","14199400000","11953800000","23524610000","38230500000","44137530000","61356300000","73804290000","154832520000","349393610000","293634400000","190455880000","138832290000","170292260000","183765380000","","","","","","","","","","","","","","","","",
"Fiji","FJI","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","35299950000","27399770000","27928580000","45382360000","55254080000","54616100000","38127490000","29645950000","38139680000","41058210000","79096030000","153541290000","155578450000","222892560000","338156460000","311687270000","358193500000","327360000000","455990150000","452520780000","499943560000","585916300000","674404750000","985227100000","1502951790000","1446634120000","1174663000000","967015060000","1355925340000","1559109680000","1758513210000","2428251770000","2740341210000","1472406870000","1946185140000","1911515390000","1553956950000","1808188710000","2301085210000","2085895800000","2088317310000","2159046594865.8","2749314584104.38","2365950236659.36","","",
"Faroe Islands","FRO","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","85803890000","69696610000","115464670000","129427870000","30095770000","35975710000","189563060000","196251210000","225836960000","236403380000","353475370000","472896330000","679711590000","711527140000","814320650000","849847890000","989917850000","954882600000","1150283390000","1143329850000","1329936350000","1711228010000","2068246130000","2297650970000","2954815470000","2576991340000","2149500800000","1856194400000","2425822000000","2815928030000","3058182420000","3781358500000","3846461880000","1868152970000","","","","","","","","","","","","",
"Georgia","GEO","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
